Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,sub_date,is_chat,has_license,_k,match_conf,matched,c4_model,c4_params_B,c4_compute_FLOP,c4_data,c4_open,c4_access,c4_pubdate,c4_org
uukuguy/speechless-code-mistral-7b-v1.0,7,2024-06-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,18.1926,36.6524,24.0914,5.21148,4.58613,14.7721,23.842,2024-06-26,False,True,uukuguyspeechlesscodemistral7bv10,none,False,,,,,,,,
uukuguy/speechless-codellama-34b-v2.0,34,2024-06-26,llama2,🔶 fine-tuned on domain-specific datasets,17.2094,46.0422,25.9933,4.30514,2.57271,7.20521,17.1376,2024-06-26,False,True,uukuguyspeechlesscodellama34bv20,none,False,,,,,,,,
uukuguy/speechless-coder-ds-6.7b,6.7,2024-06-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,9.71485,25.047,15.8975,2.1148,1.90157,5.34219,7.98611,2024-06-26,False,True,uukuguyspeechlesscoderds67b,none,False,,,,,,,,
uukuguy/speechless-instruct-mistral-7b-v0.2,7.242,2024-06-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,18.1067,32.6132,24.5587,4.90937,4.25056,21.1721,21.1362,2024-06-26,False,True,uukuguyspeechlessinstructmistral7bv02,none,False,,,,,,,,
uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b,13.016,2024-06-26,,🔶 fine-tuned on domain-specific datasets,18.7016,45.6175,26.7917,2.03927,2.68456,17.7542,17.3223,2024-06-26,False,False,uukuguyspeechlessllama2hermesorcaplatypuswizardlm13b,none,False,,,,,,,,
uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b,7.242,2024-06-26,llama2,🔶 fine-tuned on domain-specific datasets,18.3401,37.0022,29.6531,2.94562,4.47427,13.8503,22.1151,2024-06-26,False,True,uukuguyspeechlessmistraldolphinorcaplatypussamantha7b,none,False,,,,,,,,
uukuguy/speechless-zephyr-code-functionary-7b,7.242,2024-06-26,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.4608,26.9579,25.9836,4.22961,6.71141,11.613,23.2694,2024-06-26,False,True,uukuguyspeechlesszephyrcodefunctionary7b,none,False,,,,,,,,
v000000/L3-8B-Stheno-v3.2-abliterated,8.03,2025-01-07,,🔶 fine-tuned on domain-specific datasets,24.6206,67.1772,30.7463,6.94864,7.94183,5.97943,28.9303,2025-01-07,False,False,v000000l38bsthenov32abliterated,none,False,,,,,,,,
v000000/L3.1-Niitorm-8B-DPO-t0.0001,8.03,2024-09-19,,"💬 chat models (RLHF, DPO, IFT, ...)",28.1132,76.8867,30.5132,16.2387,5.92841,7.26406,31.8484,2024-09-19,True,False,v000000l31niitorm8bdpot00001,none,False,,,,,,,,
v000000/L3.1-Storniitova-8B,8.03,2024-09-18,,🤝 base merges and moerges,28.2817,78.1656,30.811,14.6526,5.25727,9.96198,30.8418,2024-09-18,False,False,v000000l31storniitova8b,none,False,,,,,,,,
v000000/Qwen2.5-14B-Gutenberg-1e-Delta,14.77,2024-09-28,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",40.879,80.4512,48.6167,52.6435,10.5145,9.37943,43.6687,2024-09-28,True,True,v000000qwen2514bgutenberg1edelta,medium,True,Qwen2.5-14B,14.7,1.5876e+24,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
v000000/Qwen2.5-14B-Gutenberg-Instruct-Slerpeno,14.77,2024-12-07,apache-2.0,🤝 base merges and moerges,41.3623,81.9749,48.4521,53.2477,10.8501,10.0539,43.5949,2024-12-07,False,True,v000000qwen2514bgutenberginstructslerpeno,medium,True,Qwen2.5-14B,14.7,1.5876e+24,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
v000000/Qwen2.5-Lumen-14B,14.77,2024-09-20,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",41.1379,80.636,48.5079,53.6254,10.4027,10.2911,43.364,2024-09-20,True,True,v000000qwen25lumen14b,none,False,,,,,,,,
vhab10/Llama-3.1-8B-Base-Instruct-SLERP,8.03,2024-09-29,mit,🤝 base merges and moerges,19.2748,29.0712,29.926,12.0091,6.15213,9.36615,29.1242,2024-09-29,False,True,vhab10llama318bbaseinstructslerp,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
vhab10/Llama-3.2-Instruct-3B-TIES,1.848,2024-11-23,mit,🤝 base merges and moerges,17.3343,47.2737,19.1832,9.81873,2.57271,3.8737,21.284,2024-11-23,False,True,vhab10llama32instruct3bties,none,False,,,,,,,,
vhab10/llama-3-8b-merged-linear,4.65,2024-09-26,mit,🤝 base merges and moerges,23.9114,59.1663,27.8161,8.1571,6.59955,11.6815,30.0477,2024-09-26,False,True,vhab10llama38bmergedlinear,none,False,,,,,,,,
vicgalle/CarbonBeagle-11B,10.732,2024-06-26,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",22.4702,54.153,33.0606,6.19335,6.93512,9.18724,25.2918,2024-06-26,True,True,vicgallecarbonbeagle11b,none,False,,,,,,,,
vicgalle/CarbonBeagle-11B-truthy,10.732,2024-07-13,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",21.32,52.1221,33.9884,4.90937,6.59955,4.11276,26.1876,2024-07-13,True,True,vicgallecarbonbeagle11btruthy,none,False,,,,,,,,
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,8.031,2024-07-24,apache-2.0,🔶 fine-tuned on domain-specific datasets,22.566,57.6251,30.5096,7.6284,6.26398,10.0622,23.3064,2024-07-24,False,True,vicgalleconfigurablehermes2prollama38b,none,False,,,,,,,,
vicgalle/Configurable-Llama-3.1-8B-Instruct,8.03,2024-08-05,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",28.0101,83.124,29.6614,17.2961,3.24385,5.93438,28.801,2024-08-05,True,True,vicgalleconfigurablellama318binstruct,none,False,,,,,,,,
vicgalle/Configurable-Yi-1.5-9B-Chat,8.829,2024-06-26,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",26.1629,43.2345,35.3344,20.4683,12.4161,12.0227,33.5014,2024-06-26,True,True,vicgalleconfigurableyi159bchat,none,False,,,,,,,,
vicgalle/ConfigurableBeagle-11B,10.732,2024-06-26,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",22.623,58.3445,32.392,4.30514,6.93512,7.37943,26.3815,2024-06-26,True,True,vicgalleconfigurablebeagle11b,none,False,,,,,,,,
vicgalle/ConfigurableHermes-7B,7.242,2024-06-26,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",19.5363,54.108,23.1582,4.75831,3.57942,9.11094,22.503,2024-06-26,True,True,vicgalleconfigurablehermes7b,none,False,,,,,,,,
vicgalle/ConfigurableSOLAR-10.7B,10.732,2024-06-26,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",20.1535,50.9956,27.451,6.64653,6.4877,5.19323,24.1467,2024-06-26,True,True,vicgalleconfigurablesolar107b,none,False,,,,,,,,
vicgalle/Humanish-RP-Llama-3.1-8B,8.03,2024-08-03,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",25.4232,66.6926,29.9586,15.1813,4.9217,8.26771,27.5174,2024-08-03,True,True,vicgallehumanishrpllama318b,none,False,,,,,,,,
vicgalle/Merge-Mistral-Prometheus-7B,7.242,2024-06-26,apache-2.0,🤝 base merges and moerges,16.5866,48.4801,18.4104,1.81269,1.78971,9.95,19.0769,2024-06-26,False,True,vicgallemergemistralprometheus7b,none,False,,,,,,,,
vicgalle/Merge-Mixtral-Prometheus-8x7B,46.703,2024-06-26,apache-2.0,🤝 base merges and moerges,24.769,57.4403,34.6514,9.29003,7.82998,9.58542,29.8168,2024-06-26,False,True,vicgallemergemixtralprometheus8x7b,none,False,,,,,,,,
vicgalle/Roleplay-Llama-3-8B,8.03,2024-06-26,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.0202,73.2022,28.5546,9.13897,1.45414,1.67734,30.0938,2024-06-26,True,True,vicgalleroleplayllama38b,none,False,,,,,,,,
viettelsecurity-ai/security-llama3.2-3b,3.213,2025-03-04,,🔶 fine-tuned on domain-specific datasets,19.9774,59.0889,20.5974,12.6133,3.24385,3.90495,20.4159,2025-03-04,False,False,viettelsecurityaisecurityllama323b,none,False,,,,,,,,
vihangd/smart-dan-sft-v0.1,0.379,2024-08-20,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.87121,15.7646,3.1256,0.981873,0.671141,1.10677,1.57728,2024-08-20,False,True,vihangdsmartdansftv01,none,False,,,,,,,,
voidful/smol-360m-ft,0.362,2024-11-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.78993,20.131,3.02271,0.830816,0,3.78724,0.96779,2024-11-28,False,True,voidfulsmol360mft,none,False,,,,,,,,
vonjack/MobileLLM-125M-HF,0.125,2024-11-15,cc-by-nc-4.0,🟢 pretrained,5.56535,21.0728,3.14658,0.906344,1.34228,5.10677,1.81738,2024-11-15,False,True,vonjackmobilellm125mhf,none,False,,,,,,,,
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,3.821,2025-01-03,mit,🔶 fine-tuned on domain-specific datasets,26.9681,57.8749,40.2019,13.8218,10.7383,7.11094,32.0608,2025-01-03,False,True,vonjackphi3mini4kinstructllamafied,none,False,,,,,,,,
vonjack/Phi-3.5-mini-instruct-hermes-fc-json,4.132,2024-11-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.64241,14.1584,2.39084,0.755287,0.559284,8.45026,1.54034,2024-11-05,False,True,vonjackphi35miniinstructhermesfcjson,low,True,phi-3.5-mini,3.8,3.71012e+22,,Yes,Open weights (unrestricted),2024-04-23,Microsoft
vonjack/Qwen2.5-Coder-0.5B-Merged,0.63,2024-11-19,,🔶 fine-tuned on domain-specific datasets,6.97969,30.9971,3.58874,3.77644,0.447427,0.826302,2.24217,2024-11-19,False,False,vonjackqwen25coder05bmerged,none,False,,,,,,,,
vonjack/SmolLM2-1.7B-Merged,1.711,2024-11-18,,🔶 fine-tuned on domain-specific datasets,12.2342,36.9797,10.7665,6.26888,3.91499,3.83229,11.643,2024-11-18,False,False,vonjacksmollm217bmerged,none,False,,,,,,,,
vonjack/SmolLM2-135M-Merged,0.135,2024-11-15,,🔶 fine-tuned on domain-specific datasets,5.87243,24.8297,4.58704,1.13293,0,3.4401,1.24483,2024-11-15,False,False,vonjacksmollm2135mmerged,none,False,,,,,,,,
vonjack/SmolLM2-360M-Merged,0.362,2024-11-15,,🔶 fine-tuned on domain-specific datasets,7.29438,32.0587,4.74173,1.73716,0.782998,3.35781,1.08784,2024-11-15,False,False,vonjacksmollm2360mmerged,none,False,,,,,,,,
w4r10ck/SOLAR-10.7B-Instruct-v1.0-uncensored,10.732,2024-10-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,21.622,38.8406,33.8586,6.571,5.92841,18.4935,26.0398,2024-10-11,False,True,w4r10cksolar107binstructv10uncensored,none,False,,,,,,,,
wanlige/li-14b-v0.4,14.77,2025-02-26,,🤝 base merges and moerges,43.66,81.328,50.3842,55.7402,11.8568,16.35,46.3006,2025-02-26,False,False,wanligeli14bv04,none,False,,,,,,,,
wanlige/li-14b-v0.4-slerp,14.766,2025-02-26,,🤝 base merges and moerges,37.7926,46.0597,51.0466,41.9184,20.0224,19.1271,48.5816,2025-02-26,False,False,wanligeli14bv04slerp,none,False,,,,,,,,
wanlige/li-14b-v0.4-slerp0.1,14.766,2025-02-26,,🤝 base merges and moerges,42.9061,79.2272,50.8813,53.3233,14.5414,11.75,47.7135,2025-02-26,False,False,wanligeli14bv04slerp01,none,False,,,,,,,,
wannaphong/KhanomTanLLM-Instruct,3.447,2024-08-29,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",4.81928,16.2118,3.94487,1.35952,1.78971,4.29115,1.31871,2024-08-29,True,True,wannaphongkhanomtanllminstruct,none,False,,,,,,,,
waqasali1707/Beast-Soul-new,7.242,2024-08-07,,🤝 base merges and moerges,22.1084,50.2987,33.0443,7.02417,4.36242,14.5036,23.4172,2024-08-07,False,False,waqasali1707beastsoulnew,none,False,,,,,,,,
wave-on-discord/qwent-7b,7.616,2024-09-30,,🤝 base merges and moerges,8.79703,20.1485,18.0664,0.377644,2.01342,5.4737,6.7025,2024-09-30,False,False,waveondiscordqwent7b,none,False,,,,,,,,
weathermanj/Menda-3B-500,3.086,2025-03-10,other,🔶 fine-tuned on domain-specific datasets,27.9101,63.5302,26.5964,37.2356,5.03356,7.56562,27.4989,2025-03-10,False,True,weathermanjmenda3b500,none,False,,,,,,,,
weathermanj/Menda-3b-750,3.086,2025-03-09,other,🔶 fine-tuned on domain-specific datasets,27.8334,63.3504,26.376,37.1601,5.03356,7.2401,27.8406,2025-03-09,False,True,weathermanjmenda3b750,none,False,,,,,,,,
weathermanj/Menda-3b-Optim-100,3.086,2025-03-10,other,🔶 fine-tuned on domain-specific datasets,27.9575,63.9823,26.024,37.1601,5.25727,7.97943,27.3419,2025-03-10,False,True,weathermanjmenda3boptim100,none,False,,,,,,,,
weathermanj/Menda-3b-Optim-200,3.086,2025-03-10,other,🔶 fine-tuned on domain-specific datasets,27.9677,63.7475,26.0721,37.3112,4.36242,8.71276,27.6005,2025-03-10,False,True,weathermanjmenda3boptim200,none,False,,,,,,,,
win10/ArliAI-RPMax-v1.3-merge-13.3B,13.265,2024-11-17,,🤝 base merges and moerges,16.5316,30.3826,23.0298,3.92749,3.24385,14.1638,24.4422,2024-11-17,False,False,win10arliairpmaxv13merge133b,none,False,,,,,,,,
win10/Breeze-13B-32k-Instruct-v1_0,12.726,2024-06-26,apache-2.0,🤝 base merges and moerges,15.4616,35.8431,25.2587,1.28399,1.90157,11.0581,17.4239,2024-06-26,False,True,win10breeze13b32kinstructv10,none,False,,,,,,,,
win10/EVA-Norns-Qwen2.5-v0.1,7.616,2024-11-18,,🤝 base merges and moerges,26.4328,62.1963,30.0609,26.1329,4.69799,8.5638,26.9448,2024-11-18,False,False,win10evanornsqwen25v01,none,False,,,,,,,,
win10/Llama-3.2-3B-Instruct-24-9-29,3.213,2024-10-11,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",24.0047,73.3221,24.1964,17.0695,3.24385,1.4401,24.7562,2024-10-11,True,True,win10llama323binstruct24929,medium,True,Llama 3.2 3B,3.21,1.7334e+23,9e+12,Yes,Open weights (restricted use),2024-09-24,Meta AI
win10/Norns-Qwen2.5-12B,12.277,2024-11-17,,🤝 base merges and moerges,17.7081,48.9697,23.7693,8.38369,4.47427,2.20286,18.449,2024-11-17,False,False,win10nornsqwen2512b,none,False,,,,,,,,
win10/Norns-Qwen2.5-7B,7.616,2024-11-18,,🤝 base merges and moerges,26.3808,61.2221,30.2504,26.284,4.58613,9.12656,26.8155,2024-11-18,False,False,win10nornsqwen257b,none,False,,,,,,,,
win10/Qwen2.5-2B-Instruct,2.9,2024-12-20,,🤝 base merges and moerges,10.5707,22.7289,12.0719,2.26586,2.34899,13.6305,10.3779,2024-12-20,False,False,win10qwen252binstruct,none,False,,,,,,,,
win10/llama3-13.45b-Instruct,13.265,2024-06-26,llama3,🔶 fine-tuned on domain-specific datasets,17.3402,41.4435,26.6757,2.41692,1.11857,6.32839,26.0583,2024-06-26,False,True,win10llama31345binstruct,none,False,,,,,,,,
win10/miscii-14b-1M-0128,14.766,2025-01-30,apache-2.0,🤝 base merges and moerges,35.3396,41.8082,37.2743,47.7341,17.6734,28.7547,38.7928,2025-01-30,False,True,win10miscii14b1m0128,none,False,,,,,,,,
winglian/Llama-3-8b-64k-PoSE,8.03,2024-06-26,,🔶 fine-tuned on domain-specific datasets,11.1432,28.5691,13.3073,4.15408,1.45414,3.07734,16.2973,2024-06-26,False,False,winglianllama38b64kpose,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
winglian/llama-3-8b-256k-PoSE,8.03,2024-06-26,,🔶 fine-tuned on domain-specific datasets,6.63324,29.0911,5.50285,1.96375,1.00671,0.94401,1.291,2024-06-26,False,False,winglianllama38b256kpose,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
wzhouad/gemma-2-9b-it-WPO-HB,9.242,2025-01-07,,🔶 fine-tuned on domain-specific datasets,24.9776,54.3703,36.6617,15.3323,13.311,3.96563,26.2245,2025-01-07,False,False,wzhouadgemma29bitwpohb,medium,True,Gemma 2 9B,9,4.32e+23,8e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
x0000001/Deepseek-Lumen-R1-Qwen2.5-14B,14.77,2025-01-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,26.0285,44.3611,22.7253,27.7946,4.69799,19.0461,37.5462,2025-01-29,False,True,x0000001deepseeklumenr1qwen2514b,none,False,,,,,,,,
xMaulana/FinMatcha-3B-Instruct,3.213,2024-10-22,apache-2.0,🔶 fine-tuned on domain-specific datasets,24.1421,75.4828,23.191,14.3505,2.57271,5.01667,24.2391,2024-10-22,False,True,xmaulanafinmatcha3binstruct,none,False,,,,,,,,
xinchen9/Llama3.1_8B_Instruct_CoT,8.03,2024-09-19,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.3166,29.7357,21.1429,6.0423,6.93512,13.1661,20.8777,2024-09-19,False,True,xinchen9llama318binstructcot,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
xinchen9/Llama3.1_CoT,8.03,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.7415,22.4616,19.8991,3.85196,5.14541,11.774,19.317,2024-09-06,False,True,xinchen9llama31cot,none,False,,,,,,,,
xinchen9/Llama3.1_CoT_V1,8.03,2024-09-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.7348,24.5299,20.166,3.32326,3.91499,16.419,20.0558,2024-09-07,False,True,xinchen9llama31cotv1,none,False,,,,,,,,
xinchen9/Mistral-7B-CoT,7.242,2024-09-23,apache-2.0,🔶 fine-tuned on domain-specific datasets,11.2657,27.8347,14.8062,2.49245,0,8.19505,14.2657,2024-09-23,False,True,xinchen9mistral7bcot,medium,True,Mistral 7B,7,,,Yes,Open weights (unrestricted),2023-10-10,Mistral AI
xinchen9/llama3-b8-ft-dis,8.03,2024-07-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.9735,15.4599,24.7275,3.92749,8.38926,6.40521,24.9317,2024-07-11,False,True,xinchen9llama3b8ftdis,none,False,,,,,,,,
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_bt_2b-table,8.03,2024-10-01,,"💬 chat models (RLHF, DPO, IFT, ...)",22.8238,63.7475,27.4228,9.2145,1.23043,5.48333,29.8445,2024-10-01,True,False,xkp24llama38binstructsppoiter2bt2btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_bt_8b-table,8.03,2024-10-01,,"💬 chat models (RLHF, DPO, IFT, ...)",24.5024,72.7451,29.3984,8.45921,1.34228,5.10495,29.9645,2024-10-01,True,False,xkp24llama38binstructsppoiter2bt8btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_gp_2b-table,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",22.6392,65.6859,27.6952,8.91239,1.23043,2.29115,30.0199,2024-09-30,True,False,xkp24llama38binstructsppoiter2gp2btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_gp_8b-table,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",23.0737,66.208,28.5086,8.61027,1.23043,5.00104,28.8841,2024-09-30,True,False,xkp24llama38binstructsppoiter2gp8btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-score-Iter2_bt_2b-table-0.001,8.03,2024-10-01,,"💬 chat models (RLHF, DPO, IFT, ...)",22.4245,60.4228,27.6137,9.96979,1.23043,5.21667,30.0938,2024-10-01,True,False,xkp24llama38binstructspposcoreiter2bt2btable0001,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-score-Iter2_bt_8b-table-0.002,8.03,2024-10-01,,"💬 chat models (RLHF, DPO, IFT, ...)",24.2032,71.3188,28.5749,8.53474,1.11857,6.06771,29.6044,2024-10-01,True,False,xkp24llama38binstructspposcoreiter2bt8btable0002,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-score-Iter2_gp_2b-table-0.001,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",21.7911,59.4711,26.9439,10.7251,1.23043,2.32839,30.0477,2024-09-30,True,False,xkp24llama38binstructspposcoreiter2gp2btable0001,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xkp24/Llama-3-8B-Instruct-SPPO-score-Iter2_gp_8b-table-0.002,8.03,2024-10-01,,"💬 chat models (RLHF, DPO, IFT, ...)",23.1216,64.5319,28.047,9.36556,1.34228,7.33438,28.1084,2024-10-01,True,False,xkp24llama38binstructspposcoreiter2gp8btable0002,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_bt_2b-table,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",21.3577,57.5602,26.8664,9.96979,1.23043,2.97943,29.5397,2024-09-29,True,False,xukp20llama38binstructsppoiter3bt2btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_bt_8b-table,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",24.1329,70.3446,29.7312,9.66767,1.23043,3.90495,29.9184,2024-09-29,True,False,xukp20llama38binstructsppoiter3bt8btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_gp_2b-table,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",22.0836,60.2379,27.8924,10.423,1.23043,3.18724,29.5305,2024-09-29,True,False,xukp20llama38binstructsppoiter3gp2btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_gp_8b-table,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",23.2359,66.203,28.4398,9.36556,1.23043,5.12656,29.0503,2024-09-29,True,False,xukp20llama38binstructsppoiter3gp8btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-score-Iter3_bt_2b-table-0.001,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",20.9053,53.3636,27.1454,9.81873,1.23043,4.71276,29.1611,2024-09-29,True,False,xukp20llama38binstructspposcoreiter3bt2btable0001,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-score-Iter3_bt_8b-table-0.002,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",23.5508,68.5161,29.7406,7.17523,1.11857,5.63047,29.1242,2024-09-29,True,False,xukp20llama38binstructspposcoreiter3bt8btable0002,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/Llama-3-8B-Instruct-SPPO-score-Iter3_gp_2b-table-0.001,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",20.7749,54.8224,26.8398,8.91239,1.45414,2.94219,29.6783,2024-09-29,True,False,xukp20llama38binstructspposcoreiter3gp2btable0001,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xukp20/llama-3-8b-instruct-sppo-iter1-gp-2b-tau01-table,8.03,2024-09-23,,"💬 chat models (RLHF, DPO, IFT, ...)",23.685,69.0007,28.1199,10.4985,1.23043,3.08333,30.1769,2024-09-23,True,False,xukp20llama38binstructsppoiter1gp2btau01table,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
xwen-team/Xwen-7B-Chat,7.616,2025-02-13,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",31.5768,68.641,30.9216,45.0906,1.45414,6.79505,36.5581,2025-02-13,True,True,xwenteamxwen7bchat,none,False,,,,,,,,
xxx777xxxASD/L3.1-ClaudeMaid-4x8B,24.942,2024-07-28,llama3.1,🤝 base merges and moerges,26.4049,66.9649,29.4373,14.1239,5.48098,13.7505,28.6717,2024-07-28,False,True,xxx777xxxasdl31claudemaid4x8b,none,False,,,,,,,,
yam-peleg/Hebrew-Gemma-11B-Instruct,10.475,2024-07-31,other,"💬 chat models (RLHF, DPO, IFT, ...)",14.0582,30.2077,16.8627,6.571,3.46756,9.97344,17.2669,2024-07-31,True,True,yampeleghebrewgemma11binstruct,none,False,,,,,,,,
yam-peleg/Hebrew-Mistral-7B,7.504,2024-07-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.3021,23.2834,20.1769,4.98489,3.91499,7.6737,19.7787,2024-07-11,False,True,yampeleghebrewmistral7b,none,False,,,,,,,,
yam-peleg/Hebrew-Mistral-7B-200K,7.504,2024-07-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,10.6443,18.5573,17.4936,2.34139,3.46756,4.52656,17.4793,2024-07-11,False,True,yampeleghebrewmistral7b200k,none,False,,,,,,,,
yam-peleg/Hebrew-Mistral-7B-200K,7.504,2024-08-06,apache-2.0,🟩 continuously pretrained,8.38667,17.698,7.67132,3.09668,0.447427,4.41667,16.9899,2024-08-06,False,True,yampeleghebrewmistral7b200k,none,False,,,,,,,,
yanng1242/Marcoro14-7B-slerp,7.242,2025-01-19,apache-2.0,🤝 base merges and moerges,21.9335,40.5992,32.9753,7.47734,8.61298,17.8448,24.0913,2025-01-19,False,True,yanng1242marcoro147bslerp,none,False,,,,,,,,
yasserrmd/Coder-GRPO-3B,3.086,2025-03-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,25.9141,62.0764,22.9123,32.0242,3.69128,10.3656,24.4145,2025-03-05,False,True,yasserrmdcodergrpo3b,none,False,,,,,,,,
yasserrmd/Text2SQL-1.5B,1.544,2025-03-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.234,28.5741,13.6757,6.79758,5.03356,10.1799,15.143,2025-03-06,False,True,yasserrmdtext2sql15b,none,False,,,,,,,,
ycros/BagelMIsteryTour-v2-8x7B,46.703,2024-06-28,cc-by-nc-4.0,🔶 fine-tuned on domain-specific datasets,24.2586,59.9432,31.6993,7.85498,7.27069,11.3031,27.4804,2024-06-28,False,True,ycrosbagelmisterytourv28x7b,none,False,,,,,,,,
